"common_name","year","phase","tree_id","doy_mean","doy_median","obs_number","first_doy","last_doy","maximn_range","interquartile_range"
"American beech",2018,"Recent fruit or seed drop",86276,263,263,1,263,263,0,0
"American beech",2019,"budburst",86274,113.454545454545,111,11,100,128,28,13
"American beech",2019,"budburst",86275,105,105,2,103,107,4,2
"American beech",2019,"budburst",86276,127.142857142857,128,7,119,135,16,5
"American beech",2019,"budburst",135343,131,131,1,131,131,0,0
"American beech",2019,"Colored leaves",86274,305.1,306,10,296,315,19,12.75
"American beech",2019,"Colored leaves",86275,307,307,1,307,307,0,0
"American beech",2019,"Colored leaves",86276,306,306,4,297,315,18,12
"American beech",2019,"Colored leaves",135343,307,307,1,307,307,0,0
"American beech",2019,"flowers",86274,120,121,9,109,128,19,13
"American beech",2019,"flowers",86276,131,131,1,131,131,0,0
"American beech",2019,"flowers",135343,131,131,1,131,131,0,0
"American beech",2019,"Fruits",86274,204.923076923077,208,26,139,261,122,68.75
"American beech",2019,"Fruits",86276,202,224,7,158,236,78,71
"American beech",2019,"Fruits",135343,131,131,1,131,131,0,0
"American beech",2019,"Increasing leaf size",86274,127.5,128,10,119,139,20,6
"American beech",2019,"Increasing leaf size",86275,135,135,1,135,135,0,0
"American beech",2019,"Increasing leaf size",86276,133.545454545455,131,11,119,151,32,10.5
"American beech",2019,"Increasing leaf size",135343,131,131,1,131,131,0,0
"American beech",2019,"leaf drop",86274,290.111111111111,305,9,232,315,83,13
"American beech",2019,"leaf drop",86275,307,307,1,307,307,0,0
"American beech",2019,"leaf drop",86276,306,306,4,297,315,18,12
"American beech",2019,"leaf drop",135343,307,307,1,307,307,0,0
"American beech",2019,"leafout",86274,205.36,202.5,50,115,315,200,107.5
"American beech",2019,"leafout",86275,224,224,1,224,224,0,0
"American beech",2019,"leafout",86276,197.1,179.5,30,119,315,196,99.25
"American beech",2019,"leafout",135911,147,147,1,147,147,0,0
"American beech",2019,"Open flowers",86274,124.5,124.5,4,121,128,7,7
"American beech",2019,"Open flowers",86276,128,128,1,128,128,0,0
"American beech",2019,"Recent fruit or seed drop",86274,297,297,1,297,297,0,0
"American beech",2019,"Recent fruit or seed drop",135911,83,83,1,83,83,0,0
"American beech",2019,"Ripe fruits",86274,231,233,3,224,236,12,6
"American beech",2019,"Ripe fruits",86276,233.666666666667,233,3,232,236,4,2
"American beech",2019,"Ripe fruits",135911,83,83,1,83,83,0,0
"American beech",2020,"budburst",86274,123.1,123,10,117,129,12,6
"American beech",2020,"budburst",86276,130.5,130.5,2,127,134,7,3.5
"American beech",2020,"Colored leaves",86274,301.571428571429,309.5,14,273,319,46,22.75
"American beech",2020,"Colored leaves",86276,294,293.5,4,276,313,37,32.5
"American beech",2020,"Colored leaves",135911,250,250,1,250,250,0,0
"American beech",2020,"flowers",86274,122.571428571429,122,7,117,129,12,5
"American beech",2020,"flowers",135343,250,250,1,250,250,0,0
"American beech",2020,"flowers",135911,250,250,1,250,250,0,0
"American beech",2020,"Fruits",86274,220.090909090909,220,11,175,276,101,35
"American beech",2020,"Fruits",135343,250,250,1,250,250,0,0
"American beech",2020,"Fruits",135911,250,250,1,250,250,0,0
"American beech",2020,"Increasing leaf size",86274,129.25,126.5,12,120,149,29,9.75
"American beech",2020,"Increasing leaf size",86276,141.333333333333,141,3,134,149,15,7.5
"American beech",2020,"leaf drop",86274,303.384615384615,310,13,271,319,48,22
"American beech",2020,"leaf drop",86276,297.2,309,5,276,313,37,32
"American beech",2020,"leafout",86274,212.196428571429,206,56,120,319,199,124.5
"American beech",2020,"leafout",86276,187.875,175.5,16,127,278,151,65.75
"American beech",2020,"leafout",135343,58,58,1,58,58,0,0
"American beech",2020,"Open flowers",86274,126.333333333333,126,3,124,129,5,2.5
"American beech",2020,"Open flowers",86276,134,134,1,134,134,0,0
"American beech",2020,"Open flowers",135911,250,250,1,250,250,0,0
"American beech",2020,"Recent fruit or seed drop",86274,268,268,2,260,276,16,8
"American beech",2020,"Recent fruit or seed drop",135343,250,250,1,250,250,0,0
"American beech",2020,"Ripe fruits",86274,276,276,1,276,276,0,0
"American beech",2020,"Ripe fruits",135343,250,250,1,250,250,0,0
"American beech",2020,"Ripe fruits",135911,250,250,1,250,250,0,0
"American witchhazel",2018,"budburst",166780,280,280,1,280,280,0,0
"American witchhazel",2018,"Colored leaves",166776,308,308,2,308,308,0,0
"American witchhazel",2018,"Colored leaves",166777,310.666666666667,308,3,308,316,8,4
"American witchhazel",2018,"Colored leaves",166778,309.25,308,4,305,316,11,2.75
"American witchhazel",2018,"Colored leaves",166779,286.25,286.5,4,264,308,44,43.25
"American witchhazel",2018,"Colored leaves",166780,291.4,281,5,280,308,28,28
"American witchhazel",2018,"flowers",166776,314.75,312,4,308,327,19,10.75
"American witchhazel",2018,"flowers",166777,310.666666666667,308,3,308,316,8,4
"American witchhazel",2018,"flowers",166778,310.666666666667,308,3,308,316,8,4
"American witchhazel",2018,"flowers",166779,299.25,308,4,265,316,51,12.75
"American witchhazel",2018,"flowers",166780,295.5,294.5,6,280,316,36,27.75
"American witchhazel",2018,"Fruits",166776,327,327,1,327,327,0,0
"American witchhazel",2018,"Fruits",166779,293.666666666667,308,3,265,308,43,21.5
"American witchhazel",2018,"Fruits",166780,291.4,281,5,280,308,28,28
"American witchhazel",2018,"leaf drop",166776,308,308,2,308,308,0,0
"American witchhazel",2018,"leaf drop",166777,310.666666666667,308,3,308,316,8,4
"American witchhazel",2018,"leaf drop",166778,309.25,308,4,305,316,11,2.75
"American witchhazel",2018,"leaf drop",166779,310.666666666667,308,3,308,316,8,4
"American witchhazel",2018,"leaf drop",166780,295.5,294.5,6,280,316,36,27.75
"American witchhazel",2018,"leafout",166776,308,308,2,308,308,0,0
"American witchhazel",2018,"leafout",166777,310.666666666667,308,3,308,316,8,4
"American witchhazel",2018,"leafout",166778,310.666666666667,308,3,308,316,8,4
"American witchhazel",2018,"leafout",166779,293.666666666667,308,3,265,308,43,21.5
"American witchhazel",2018,"leafout",166780,291.4,281,5,280,308,28,28
"American witchhazel",2018,"Open flowers",166776,314.75,312,4,308,327,19,10.75
"American witchhazel",2018,"Open flowers",166777,310.666666666667,308,3,308,316,8,4
"American witchhazel",2018,"Open flowers",166778,309.25,308,4,305,316,11,2.75
"American witchhazel",2018,"Open flowers",166779,292.2,308,5,264,316,52,43
"American witchhazel",2018,"Open flowers",166780,295.5,294.5,6,280,316,36,27.75
"American witchhazel",2018,"Recent fruit or seed drop",166778,361,361,1,361,361,0,0
"American witchhazel",2018,"Ripe fruits",166776,327,327,1,327,327,0,0
"American witchhazel",2018,"Ripe fruits",166779,308,308,2,308,308,0,0
"American witchhazel",2018,"Ripe fruits",166780,291.4,281,5,280,308,28,28
"American witchhazel",2019,"budburst",166776,129.578947368421,124,19,109,166,57,20.5
"American witchhazel",2019,"budburst",166777,128.35,123.5,20,109,166,57,15
"American witchhazel",2019,"budburst",166778,129.052631578947,124,19,109,166,57,16
"American witchhazel",2019,"budburst",166779,149.04,139,25,109,208,99,57
"American witchhazel",2019,"budburst",166780,150.25,138.5,20,111,208,97,58.25
"American witchhazel",2019,"Colored leaves",166776,274.409090909091,274,22,239,308,69,26.25
"American witchhazel",2019,"Colored leaves",166777,279.2,285,25,222,311,89,35
"American witchhazel",2019,"Colored leaves",166778,278.47619047619,274,21,248,308,60,19
"American witchhazel",2019,"Colored leaves",166779,273.129032258065,274,31,220,310,90,29
"American witchhazel",2019,"Colored leaves",166780,273.714285714286,274,28,239,308,69,28
"American witchhazel",2019,"flowers",166776,293.833333333333,296.5,24,238,329,91,31.5
"American witchhazel",2019,"flowers",166777,294.423076923077,296.5,26,238,329,91,31.25
"American witchhazel",2019,"flowers",166778,292.75,292,28,238,329,91,33.25
"American witchhazel",2019,"flowers",166779,290.619047619048,291,21,269,315,46,21
"American witchhazel",2019,"flowers",166780,285.909090909091,286.5,22,251,315,64,23.75
"American witchhazel",2019,"Fruits",166776,242.607142857143,249.5,28,153,299,146,52.5
"American witchhazel",2019,"Fruits",166777,247.44,251,25,153,299,146,48
"American witchhazel",2019,"Fruits",166778,252.115384615385,262,26,153,297,144,44.75
"American witchhazel",2019,"Fruits",166779,235.975609756098,244,41,162,297,135,75
"American witchhazel",2019,"Fruits",166780,235.659090909091,246,44,153,298,145,75.5
"American witchhazel",2019,"Increasing leaf size",166776,125.875,126,16,115,139,24,8.5
"American witchhazel",2019,"Increasing leaf size",166777,126.647058823529,124,17,115,162,47,10
"American witchhazel",2019,"Increasing leaf size",166778,124.785714285714,123.5,14,115,139,24,9.25
"American witchhazel",2019,"Increasing leaf size",166779,124.538461538462,123,13,111,139,28,10
"American witchhazel",2019,"Increasing leaf size",166780,123,121,13,111,139,28,12
"American witchhazel",2019,"leaf drop",166776,281.368421052632,285,19,242,310,68,24
"American witchhazel",2019,"leaf drop",166777,292.076923076923,296,13,271,311,40,34
"American witchhazel",2019,"leaf drop",166778,288.823529411765,287,17,271,311,40,24
"American witchhazel",2019,"leaf drop",166779,281.95652173913,279,23,260,310,50,24.5
"American witchhazel",2019,"leaf drop",166780,279.913043478261,279,23,242,310,68,26.5
"American witchhazel",2019,"leafout",166776,197.333333333333,184,57,115,299,184,123
"American witchhazel",2019,"leafout",166777,202.377049180328,188,61,115,311,196,132
"American witchhazel",2019,"leafout",166778,202.692307692308,203.5,52,115,299,184,126
"American witchhazel",2019,"leafout",166779,201.719298245614,199,57,111,299,188,110
"American witchhazel",2019,"leafout",166780,200.222222222222,199,63,111,299,188,107.5
"American witchhazel",2019,"Open flowers",166776,298.55,298,20,274,329,55,27
"American witchhazel",2019,"Open flowers",166777,299.52380952381,299,21,274,329,55,26
"American witchhazel",2019,"Open flowers",166778,297.086956521739,297,23,271,329,58,31
"American witchhazel",2019,"Open flowers",166779,292.684210526316,294,19,272,315,43,23.5
"American witchhazel",2019,"Open flowers",166780,291.722222222222,292.5,18,272,315,43,19.25
"American witchhazel",2019,"Recent fruit or seed drop",166776,297.333333333333,297,3,296,299,3,1.5
"American witchhazel",2019,"Recent fruit or seed drop",166777,300,298,4,296,308,12,4.5
"American witchhazel",2019,"Recent fruit or seed drop",166778,300.333333333333,297,3,296,308,12,6
"American witchhazel",2019,"Recent fruit or seed drop",166779,294.666666666667,296.5,6,278,310,32,22
"American witchhazel",2019,"Recent fruit or seed drop",166780,302.75,302.5,4,296,310,14,11.75
"American witchhazel",2019,"Ripe fruits",166776,261.25,296.5,4,153,299,146,37.25
"American witchhazel",2019,"Ripe fruits",166777,268.714285714286,288,7,153,299,146,22.5
"American witchhazel",2019,"Ripe fruits",166778,258.5,292,4,153,297,144,42
"American witchhazel",2019,"Ripe fruits",166779,284,283.5,10,269,297,28,18.25
"American witchhazel",2019,"Ripe fruits",166780,270.666666666667,288,9,153,297,144,20
"American witchhazel",2020,"budburst",166776,124.066666666667,123,15,89,156,67,7.5
"American witchhazel",2020,"budburst",166777,120.4,120,20,87,156,69,11.75
"American witchhazel",2020,"budburst",166778,120.55,120,20,87,156,69,16
"American witchhazel",2020,"budburst",166779,129.388888888889,126,18,111,156,45,17
"American witchhazel",2020,"budburst",166780,126.5,123.5,14,111,156,45,7
"American witchhazel",2020,"Colored leaves",166776,260.833333333333,263.5,6,241,280,39,28
"American witchhazel",2020,"Colored leaves",166777,282.666666666667,280,9,241,314,73,50
"American witchhazel",2020,"Colored leaves",166778,273.857142857143,276,7,241,310,69,44
"American witchhazel",2020,"Colored leaves",166779,272.833333333333,272,6,244,313,69,12.5
"American witchhazel",2020,"Colored leaves",166780,269.4,271,5,260,276,16,6
"American witchhazel",2020,"flowers",166776,266.111111111111,267,9,207,313,106,39
"American witchhazel",2020,"flowers",166777,294.5,295,10,241,365,124,49.75
"American witchhazel",2020,"flowers",166778,292.333333333333,280,9,241,365,124,53
"American witchhazel",2020,"flowers",166779,283.833333333333,274.5,6,260,313,53,30
"American witchhazel",2020,"flowers",166780,269.125,272,8,183,313,130,19.25
"American witchhazel",2020,"Fruits",166776,240.6,241,10,183,280,97,40.5
"American witchhazel",2020,"Fruits",166777,224.8,234,10,156,280,124,62
"American witchhazel",2020,"Fruits",166778,241.5,241,8,183,280,97,37.75
"American witchhazel",2020,"Fruits",166779,244.857142857143,260,7,183,276,93,46.5
"American witchhazel",2020,"Fruits",166780,237,243.5,8,182,276,94,57.75
"American witchhazel",2020,"Increasing leaf size",166776,134.555555555556,127,9,119,156,37,15
"American witchhazel",2020,"Increasing leaf size",166777,134.555555555556,127,9,119,156,37,15
"American witchhazel",2020,"Increasing leaf size",166778,134.555555555556,127,9,119,156,37,15
"American witchhazel",2020,"Increasing leaf size",166779,132.454545454545,127,11,119,156,37,15
"American witchhazel",2020,"Increasing leaf size",166780,130.888888888889,126,9,119,156,37,3
"American witchhazel",2020,"leaf drop",166776,282.25,278,4,260,313,53,16.25
"American witchhazel",2020,"leaf drop",166777,294.571428571429,309,7,260,314,54,33.5
"American witchhazel",2020,"leaf drop",166778,291.333333333333,294.5,6,260,313,53,32.75
"American witchhazel",2020,"leaf drop",166779,278.6,273,5,260,313,53,5
"American witchhazel",2020,"leaf drop",166780,278.6,273,5,260,313,53,5
"American witchhazel",2020,"leafout",166776,182.434782608696,156,23,121,280,159,107
"American witchhazel",2020,"leafout",166777,194.37037037037,160,27,120,314,194,123.5
"American witchhazel",2020,"leafout",166778,175.636363636364,147.5,22,120,280,160,99.25
"American witchhazel",2020,"leafout",166779,174.5,150.5,24,122,276,154,97.75
"American witchhazel",2020,"leafout",166780,185.227272727273,169,22,122,276,154,112.75
"American witchhazel",2020,"Open flowers",166776,311.5,311.5,2,310,313,3,1.5
"American witchhazel",2020,"Open flowers",166777,329.4,314,5,310,365,55,32
"American witchhazel",2020,"Open flowers",166778,314.833333333333,311.5,6,276,365,89,49.5
"American witchhazel",2020,"Open flowers",166779,311.5,311.5,2,310,313,3,1.5
"American witchhazel",2020,"Open flowers",166780,288.6,276,5,271,313,42,37
"American witchhazel",2020,"Recent fruit or seed drop",166776,297.5,290,4,265,345,80,54.5
"American witchhazel",2020,"Recent fruit or seed drop",166777,324,314,3,313,345,32,16
"American witchhazel",2020,"Recent fruit or seed drop",166778,313,313,1,313,313,0,0
"American witchhazel",2020,"Recent fruit or seed drop",166779,293.8,273,5,267,345,78,42
"American witchhazel",2020,"Recent fruit or seed drop",166780,293.8,273,5,267,345,78,42
"American witchhazel",2020,"Ripe fruits",166776,272,271.5,4,265,280,15,10.5
"American witchhazel",2020,"Ripe fruits",166777,276.333333333333,276,3,273,280,7,3.5
"American witchhazel",2020,"Ripe fruits",166778,278,278,2,276,280,4,2
"American witchhazel",2020,"Ripe fruits",166779,271.75,272,4,267,276,9,3.75
"American witchhazel",2020,"Ripe fruits",166780,271.75,272,4,267,276,9,3.75
"eastern cottonwood",2016,"budburst",86278,117.111111111111,119,9,106,129,23,6
"eastern cottonwood",2016,"budburst",86279,121.75,119.5,4,119,129,10,3.25
"eastern cottonwood",2016,"budburst",86280,121.8,120,5,119,129,10,3
"eastern cottonwood",2016,"budburst",86281,120,119.5,4,119,122,3,1.5
"eastern cottonwood",2016,"budburst",86282,116.8,119,15,84,154,70,19.5
"eastern cottonwood",2016,"Colored leaves",86278,251.857142857143,290.5,14,148,309,161,122
"eastern cottonwood",2016,"Colored leaves",86279,261.818181818182,292.5,22,148,318,170,60.25
"eastern cottonwood",2016,"Colored leaves",86280,251.7,279.5,20,148,318,170,150.5
"eastern cottonwood",2016,"Colored leaves",86281,249.636363636364,265,22,148,318,170,132
"eastern cottonwood",2016,"Colored leaves",86282,255.153846153846,278.5,26,148,318,170,77.25
"eastern cottonwood",2016,"flowers",86278,128.166666666667,118.5,6,114,152,38,30.25
"eastern cottonwood",2016,"flowers",86279,138.75,140.5,4,115,159,44,38.75
"eastern cottonwood",2016,"flowers",86280,135.25,137,4,115,152,37,31.75
"eastern cottonwood",2016,"flowers",86281,135.875,137,8,115,154,39,33
"eastern cottonwood",2016,"flowers",86282,109.263157894737,108,19,99,120,21,8
"eastern cottonwood",2016,"Fruits",86278,152.75,154,4,147,156,9,2.25
"eastern cottonwood",2016,"Fruits",86279,143,143,2,143,143,0,0
"eastern cottonwood",2016,"Fruits",86280,147.333333333333,143,3,143,156,13,6.5
"eastern cottonwood",2016,"Fruits",86281,150.125,148,16,133,170,37,13.5
"eastern cottonwood",2016,"Increasing leaf size",86278,166.461538461538,156,13,148,201,53,36
